,idx,RECOGNIZER_DT,RECOGNIZER_ID,AURA_ID,CHANNEL_CD,CORR_ID,STATUS_CD,REASON,VERSION_ID,DURATION_NU,SCORE_NU,INPUT,OUTPUT,INTENT,ENTITIES,AURA_ID_GLOBAL,num_file
472059,1044106,2019-01-31T12:00:14.591Z,nlp-recognizer,5c471aaf-0054-9903-dbb8-97cc2513d98f,movistar-home,1b20501d-8bc5-546b-8bdf-8b63598fdacf,200.0,,3.0.3,81.0,0.99996376,PON LA TRES,"{""score"":0.99996376,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.99996376}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""LA TRES"",""label"":"""",""canon"":""antena 3"",""start_index"":4,""end_index"":11,""score"":1}]}",tv.display,LA TRES,21da7c81-8d93-c1f5-a1b8-4911c1427255,247
847455,367657,2018-12-19T20:59:21.033Z,nlp-recognizer,abf74397-7718-7a5e-8aea-985515b1d742,movistar-home,eebd6d5f-2a90-580c-a97f-d3631d09bad8,200.0,,3.0.3,19.0,1.0,PONLO EN LA TELE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":1}],""entities"":[]}",tv.display,,7ffbc739-466d-83bc-a241-e9f30727d772,73
155725,844623,2019-02-05T18:54:00.591Z,nlp-recognizer,c81cf43d-003f-40dd-ec07-2cb435fd805c,movistar-home,38174785-ae71-524d-b272-887fcfd1bfac,200.0,,3.0.3,19.0,,SÍ,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,ed8d2c2a-5fca-2f5a-bb85-9c09b22c48e8,209
46321,250480,2019-02-10T16:13:56.922Z,nlp-recognizer,bef0700f-0ed5-e732-7854-fe4b45fb3a97,movistar-home,7099f55b-63fd-5a3a-a95e-f5599ec23018,200.0,,3.0.3,48.0,0.999912262,PONER GANAR ESTRENO,"{""score"":0.999912262,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.999912262}],""entities"":[{""type"":""tef.audiovisual_releases"",""entity"":""ESTRENO"",""label"":"""",""canon"":""estreno"",""start_index"":12,""end_index"":19,""score"":1}]}",tv.display,ESTRENO,86516402-7a66-90f3-795b-101c3d312d66,61
1178171,1099087,2019-03-16T17:26:34.852Z,nlp-recognizer,d24432f7-9b4b-d4d0-1ad7-468b03a22fbb,movistar-plus,b24d3fe6-fe44-5c42-ab17-69446cbc01d6,200.0,,3.0.3,40.0,0.353899419,Clasificación  f1 2019 Melbourne ,"{""score"":0.353899419,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.353899419}],""entities"":[{""type"":""tef.audiovisual_sports"",""entity"":""f1"",""label"":""F1"",""canon"":""formula 1"",""start_index"":14,""end_index"":16,""score"":0.9999999999999226}]}",tv.search,f1,25e861b5-cc8b-c7da-b2c4-a23270b6ae97,291
881585,1157845,2018-12-21T20:17:43.773Z,nlp-recognizer,e6b43098-1fb9-a508-6ce3-21b9cc0ff803,movistar-home,25a6a022-2629-54a1-ab18-3b4e886ecbdd,200.0,,3.0.3,57.0,0.154236451,NO GUETO PUEDES LIMPIAR DAMON PARA DE LA GUARDA ESA A PONER LAS COSAS,"{""score"":0.154236451,""intent"":""tef.int.es_ES.mh.tv.subtitles_remove"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.subtitles_remove"",""score"":0.154236451}],""entities"":[{""type"":""tef.audiovisual_actor"",""entity"":""DAMON"",""label"":"""",""canon"":""damon"",""start_index"":24,""end_index"":29,""score"":0.9999002268621129}]}",tv.subtitles_remove,DAMON,6f308e95-0eca-485e-67d4-b717cf15cb6c,264
27813,151553,2019-02-06T20:52:32.840Z,nlp-recognizer,c6113693-c68a-76a9-0324-f992fb29db95,movistar-home,a3b98f10-196c-5130-9f3d-82f69a440238,200.0,,3.0.3,45.0,0.9447108000000001,PON A NOVENTA Y NUEVE,"{""score"":0.9447108,""intent"":""tef.int.es_ES.mh.tv.none"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.none"",""score"":0.9447108}],""entities"":[]}",tv.none,,8a08017d-72b1-e30c-e5be-4632bc0df91d,37
142601,771952,2019-02-02T20:07:44.266Z,nlp-recognizer,3f5ca080-957f-8b14-b6da-63d35b08c4c3,movistar-plus,6f764447-0c6a-5052-b1c7-08a2a5ef6786,200.0,,3.0.3,43.0,1.0,Chicago PD,"{""score"":1,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":1}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""Chicago PD"",""label"":"""",""canon"":""chicago pd"",""start_index"":0,""end_index"":10,""score"":0.9999999999999999}]}",tv.search,Chicago PD,09df45ce-aedb-9660-2a73-cabd132f5ace,191
705309,1996985,2018-12-08T21:07:44.129Z,cognitive-multiluis-recognizer,1008ae5a-c073-6521-7ee6-90cf88eed4af,movistar-plus,fd40beb0-740d-5dd8-80b4-2237e36bfa43,200.0,,2.5.1,84.0,0.9937769000000001,buscar una [tef.audiovisual_genre] del [tef.audiovisual_film_title],"{""score"":0.9937769,""intent"":""tef.int.es_ES.mp.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.9937769},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.86663276},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.00660832273},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.002513188},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.00144671369},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.000664461229},{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.0000439140349},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.000006152245},{""intent"":""None"",""score"":0.0000016412896}],""entities"":[{""type"":""tef.audiovisual_genre"",""entity"":""película"",""label"":""CN"",""canon"":""peliculas"",""start_index"":10,""end_index"":19,""score"":0.000002402307932210855},{""type"":""tef.audiovisual_film_title"",""entity"":""fin del mundo"",""label"":"""",""canon"":""fin del mundo"",""start_index"":23,""end_index"":37,""score"":1.7344765007389766e-17}],""compositeEntities"":[]}",tv.search,"película,fin del mundo",,466
744259,52459,2018-12-14T15:42:22.441Z,nlp-recognizer,4d70ff66-9748-3619-56d9-d8c8eac4ed31,movistar-home,30c49e86-06cf-55c3-9375-5a3601e6292f,200.0,,3.0.2,76.0,0.8239738000000001,CUÁL ES EL PRÓXIMO PARTIDO DE MADRID,"{""score"":0.8239738,""intent"":""tef.int.es_ES.mh.tv.question_time_loc"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.question_time_loc"",""score"":0.8239738}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""MADRID"",""label"":"""",""canon"":""real madrid"",""start_index"":30,""end_index"":36,""score"":0.9999999999999934},{""type"":""tef.audiovisual_sports_unit"",""entity"":""PARTIDO"",""label"":""PARTIDO"",""canon"":""partido"",""start_index"":19,""end_index"":26,""score"":1}]}",tv.question_time_loc,"MADRID,PARTIDO",7ecd1ec3-33c1-d930-46a7-4b8334eedbe9,13
731292,860223,2018-12-12T17:59:52.095Z,nlp-recognizer,81ab6eb8-1d8b-a79b-d568-88f94275e76b,movistar-home,e49f8527-762f-5df4-a80b-00958b7633f1,200.0,,3.0.2,78.0,0.793086052,QUIERO VER A REAL MADRID,"{""score"":0.793086052,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.793086052}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""REAL"",""label"":"""",""canon"":""real"",""start_index"":13,""end_index"":17,""score"":0.9932442500974858},{""type"":""tef.audiovisual_sports_team"",""entity"":""MADRID"",""label"":"""",""canon"":""real madrid"",""start_index"":18,""end_index"":24,""score"":0.9932442409421086}]}",tv.display,"REAL,MADRID",6419c026-d36f-a80a-4f02-02684c7248fe,193
483381,1103789,2019-01-01T21:59:40.383Z,nlp-recognizer,d60b1610-98c7-5aaa-85ef-e0c5afa10a9a,movistar-home,899c55e1-ef44-569d-bc70-7e4e16a5d4f3,200.0,,3.0.3,13.0,1.0,AVANZA,"{""score"":1,""intent"":""tef.int.es_ES.mh.carousel.next"",""intents"":[{""intent"":""tef.int.es_ES.mh.carousel.next"",""score"":1}],""entities"":[]}",carousel.next,,cccc7a26-8442-88e9-71b7-919fb8f2483c,261
163919,887659,2019-02-07T17:32:15.144Z,nlp-recognizer,db7bd09b-5c34-01ec-c949-4348b3eb4055,movistar-home,bc8fc946-3965-5c58-9b1a-9b8accc046d1,200.0,,3.0.3,51.0,0.992814243,QUÉ ES,"{""score"":0.992814243,""intent"":""tef.int.es_ES.mh.tv.vod_epg_information"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.vod_epg_information"",""score"":0.992814243}],""entities"":[]}",tv.vod_epg_information,,9e1369d6-8ac1-768b-ce7b-62d70bf3b06f,221
1021959,817445,2018-12-30T19:38:30.465Z,nlp-recognizer,6f1883ba-1aba-cbc8-e20e-2997779dea09,movistar-home,7bfca3cf-1933-571f-a676-ff4620543d47,200.0,,3.0.3,42.0,0.795534,PILLA QUÉ HAY DE TU,"{""score"":0.795534,""intent"":""tef.int.es_ES.mh.communications.phone_pick_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.phone_pick_up"",""score"":0.795534}],""entities"":[{""type"":""tef.device_movil"",""entity"":""TU"",""label"":"""",""canon"":""tu"",""start_index"":17,""end_index"":19,""score"":0.6706826187217788}]}",communications.phone_pick_up,TU,f5041cf6-980e-1b6d-4f0e-96054be8e318,181
567609,1541126,2019-01-16T14:15:44.071Z,nlp-recognizer,ddcd5cae-f0dd-eda2-58ad-8f660568a824,movistar-home,8189238c-3eee-5942-999f-31cd5280b6ca,200.0,,3.0.3,56.0,0.9140362,BÁJALO LUGO,"{""score"":0.9140362,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.9140362}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""LUGO"",""label"":"""",""canon"":""lugo"",""start_index"":7,""end_index"":11,""score"":1}]}",tv.search,LUGO,cb51d7e1-0dbe-e2e7-477e-f36bdbe3fbf6,370
824221,306942,2018-12-18T20:28:37.144Z,nlp-recognizer,5bd3b674-1340-574d-e6d5-0daed62d64d2,movistar-home,419f1f7d-0966-5ce3-a921-7d205729df00,200.0,,3.0.3,87.0,0.961273253,EN QUÉ CANAL ELCHE EN EL GRAN CANARIA BASKONIA,"{""score"":0.961273253,""intent"":""tef.int.es_ES.mh.tv.question_time_loc"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.question_time_loc"",""score"":0.961273253}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""ELCHE"",""label"":"""",""canon"":""elche"",""start_index"":13,""end_index"":18,""score"":0.9999999999999998},{""type"":""tef.audiovisual_sports_season_motor"",""entity"":""GRAN CANARIA BASKONIA"",""label"":"""",""canon"":""gran canaria baskonia"",""start_index"":25,""end_index"":46,""score"":0.9989581106938707}]}",tv.question_time_loc,"ELCHE,GRAN CANARIA BASKONIA",a8e2678b-fdb8-338a-5cad-20a08b363997,60
451872,935051,2019-01-27T16:24:33.648Z,nlp-recognizer,2b91e372-45de-6005-a521-2f74b71c09ca,movistar-plus,707c6510-a524-51e2-bb8f-b8a817795dfa,200.0,,3.0.3,56.0,0.793560565,La Nucía fútbol televisión,"{""score"":0.793560565,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.793560565}],""entities"":[{""type"":""tef.audiovisual_sports"",""entity"":""fútbol"",""label"":""DPFU"",""canon"":""futbol"",""start_index"":9,""end_index"":15,""score"":0.9981681107630489},{""type"":""tef.device_tv"",""entity"":""televisión"",""label"":"""",""canon"":""television"",""start_index"":16,""end_index"":26,""score"":0.9999999999999774}]}",tv.display,"fútbol,televisión",3facef02-5497-8034-8afe-35997fe8b7e1,220
623433,1852670,2019-01-25T22:02:46.610Z,nlp-recognizer,e19394c0-ce80-0382-b063-a818289f73ac,movistar-home,0eeaa971-96dd-56a0-a9ab-02195fc845e0,200.0,,3.0.3,17.0,1.0,LLAMA A CASA,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""CASA"",""label"":"""",""canon"":""casa"",""start_index"":8,""end_index"":12,""score"":1}]}",communications.call_by_name,CASA,6c3932b5-a3e9-6b38-05bb-481a5741a67e,443
885102,472920,2018-12-21T22:46:21.505Z,nlp-recognizer,bbab882f-a1c7-90ee-3c1b-b5cb842eea9c,movistar-home,15f799a2-6ad1-54b6-980c-215a07642228,200.0,,3.0.3,46.0,0.99998,PON LA FOX,"{""score"":0.99998,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.99998}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""FOX"",""label"":"""",""canon"":""fox"",""start_index"":7,""end_index"":10,""score"":1}]}",tv.display,FOX,38bc50be-6404-e4b8-d1c9-4820afead625,97
584409,1632970,2019-01-19T17:34:30.520Z,nlp-recognizer,f5942183-6702-f253-007e-fee9af8af851,movistar-home,5f2d19c1-a6d3-55c1-9fab-57b887f9b1df,200.0,,3.0.3,59.0,0.998297,CAMBIA DE CANAL,"{""score"":0.998297,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.998297}],""entities"":[]}",tv.display,,59e1f852-d8e4-e82d-f6ac-b98d1e2339ab,393
728951,853962,2018-12-12T10:13:46.610Z,nlp-recognizer,5951f3e7-c525-5c7e-1093-8590d52db1ea,movistar-home,fa6d4a31-539b-5805-af16-88f3b3735b44,200.0,,3.0.2,19.0,1.0,SUBE EL VOLUMEN,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.volume_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.volume_up"",""score"":1}],""entities"":[]}",tv.volume_up,,a23694c2-39dd-232b-19c8-2417a5ab6faf,191
718031,2058092,2018-12-10T16:18:18.580Z,cognitive-multiluis-recognizer,d038d5cb-0047-33c4-683c-7922e37e351f,movistar-plus,4889703d-cb44-5093-9d89-965eb2df495e,200.0,,2.5.1,25.0,0.9999707472557068,netflix,"{""compositeEntities"":[],""entities"":[],""intent"":""None"",""score"":0.9999707472557069}",None,,,481
376532,521161,2019-01-14T18:10:08.993Z,nlp-recognizer,b1075bea-d699-4dfc-b635-1eec229d51fc,movistar-home,05844be2-6818-5e13-a591-ca632773d527,200.0,,3.0.3,84.0,0.9828011000000001,VER A LA HORA DE QUE EL,"{""score"":0.9828011,""intent"":""tef.int.es_ES.mh.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.display"",""score"":0.9828011}],""entities"":[{""type"":""tef.audiovisual_tvshow_title"",""entity"":""LA HORA DE"",""label"":"""",""canon"":""la hora de"",""start_index"":6,""end_index"":16,""score"":0.9998250541479493}]}",tv.display,LA HORA DE,60ab1727-fccf-1a09-56c3-9179deeb4a0e,120
1208824,1180564,2019-03-19T22:17:49.524Z,nlp-recognizer,7a94b845-29f1-2f06-24be-01b84ad45356,movistar-home,61e683db-48f0-5e09-b3f7-7d3f11503081,200.0,,3.0.3,92.0,0.970579565,SUS AUDITORÍAS PARA LA TELEVISIÓN,"{""score"":0.970579565,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.970579565}],""entities"":[{""type"":""tef.device_tv"",""entity"":""TELEVISIÓN"",""label"":"""",""canon"":""television"",""start_index"":23,""end_index"":33,""score"":1}]}",tv.search,TELEVISIÓN,114e4a40-7682-6f47-5722-a6bb3d72f181,311
871548,1132920,2018-12-21T11:15:55.496Z,nlp-recognizer,876a2d1e-6c37-33b5-0e18-d5636b45a3db,movistar-home,e698f840-7311-5525-ba1c-855fa7fef4a8,200.0,,3.0.3,114.0,0.6845029,LA PRIMERA,"{""score"":0.6845029,""intent"":""tef.int.es_ES.mh.tv.search"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.search"",""score"":0.6845029}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""LA PRIMERA"",""label"":"""",""canon"":""la 1"",""start_index"":0,""end_index"":10,""score"":0.999934927259504}]}",tv.search,LA PRIMERA,7a8766da-3449-c075-83e6-8bb109bdf156,258
351054,385804,2019-01-11T13:48:03.060Z,nlp-recognizer,0df7ce6a-7bb2-e11b-fec8-52093de2b4f2,movistar-plus,75719cda-9088-5664-a92f-d6154adccb02,424.0,"Error: Aura recognizer error, reason: recognizer-execution (undefined)",3.0.3,19.0,,eres quien creo,,,,77745808-2ecf-9cbb-758b-b97985d531fe,89
1181260,1108779,2019-03-16T20:55:01.688Z,nlp-recognizer,5bd4b9de-3e94-e88e-44b8-235a20c3288b,movistar-home,828257a9-27e7-545c-838e-a47466ee7144,200.0,,3.0.3,15.0,1.0,QUIERO HABLAR CON MI HERMANO MIGUEL,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""HERMANO MIGUEL"",""label"":"""",""canon"":""hermano miguel"",""start_index"":21,""end_index"":35,""score"":1}]}",communications.call_by_name,HERMANO MIGUEL,271eabe7-cb43-b24c-d4fb-cd9522ab49b0,293
390509,596165,2019-01-16T23:46:07.823Z,nlp-recognizer,63752383-0217-80d9-2ea3-ea18ef9df55d,movistar-plus,113b24d0-d955-5c83-bad2-0322dca5e37e,200.0,,3.0.3,22.0,,mi roaming,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,fbf49b00-06d3-bed0-fec5-4dd94e964870,138
995035,748796,2018-12-28T22:32:10.389Z,nlp-recognizer,c461a8e2-6ce9-eee3-523d-4ab0d4848e91,movistar-plus,c64e3406-4fbf-5c61-a3a5-35673fc0efdf,200.0,,3.0.3,60.0,0.299149632,Canal panda,"{""score"":0.299149632,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.299149632}],""entities"":[{""type"":""tef.audiovisual_channel"",""entity"":""panda"",""label"":"""",""canon"":""panda"",""start_index"":6,""end_index"":11,""score"":0.9999502115230392}]}",tv.display,panda,d48fedc8-1235-49dd-a6f0-ec06c3f148dc,165
208378,1124244,2019-02-15T18:37:26.224Z,nlp-recognizer,42a48bd1-097f-d29b-e0e3-c4ec8d8e75f7,movistar-plus,c62c76df-53bb-5431-9d85-1c2e9d96a4a2,200.0,,3.0.3,32.0,,Super agente canino,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,eec49c75-8014-2926-bf55-634f028d03a3,280
363650,450463,2019-01-12T20:02:40.116Z,nlp-recognizer,4f54ea04-a8db-1676-00b4-3c05da84479f,movistar-plus,163f69fa-8c17-56ff-b368-102496555d5e,200.0,,3.0.3,72.0,,gira a la izquierda,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,164822f5-9ac1-3082-e527-b01569f0d7ed,103
288270,63290,2019-01-02T20:37:52.113Z,nlp-recognizer,f814d239-7f71-4c39-9f18-f24f9b6dbc05,movistar-home,7bbb2645-6739-544f-8848-8898e4ed8dee,200.0,,3.0.3,13.0,1.0,DESCUELGA,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.phone_pick_up"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.phone_pick_up"",""score"":1}],""entities"":[]}",communications.phone_pick_up,,504992af-1b53-49a0-1c61-c03e903f811e,13
1053170,735587,2019-03-02T17:13:47.761Z,nlp-recognizer,b2b536a8-760b-ec2e-96de-538a5df46f6a,movistar-plus,4761473f-1d8c-55b1-996b-bee28bf34de0,200.0,,3.0.3,46.0,0.9966349,quiero ver blindSpot en la tele,"{""score"":0.9966349,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.9966349}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""blindSpot"",""label"":"""",""canon"":""blindspot"",""start_index"":11,""end_index"":20,""score"":1.0000000000000002},{""type"":""tef.device_tv"",""entity"":""tele"",""label"":"""",""canon"":""television"",""start_index"":27,""end_index"":31,""score"":1}]}",tv.display,"blindSpot,tele",17f2e00b-87ea-1daa-4667-964ff684f323,195
1036758,1549765,2018-12-31T21:19:14.049Z,nlp-recognizer,0117e287-0b33-05f8-1977-3c08237efe39,movistar-home,0403a164-4c17-5797-b239-986b4b49f381,200.0,,3.0.3,35.0,,COMPRARÉ ACEITE,"{""score"":0,""intent"":""None"",""intents"":[{""intent"":""None"",""score"":0}],""entities"":[]}",None,,2b9c6ed4-920f-8a3e-133c-c623743f8649,355
970659,1395355,2018-12-27T17:47:17.795Z,nlp-recognizer,bc19a8a6-5e49-35c6-e4d4-565c92226ce9,movistar-home,740f40d2-509f-50b2-8da8-f023fa56e139,200.0,,3.0.3,15.0,1.0,SIGUE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.resume"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.resume"",""score"":1}],""entities"":[]}",tv.resume,,1968a125-0039-10a7-f603-2c306f9f4461,318
750297,72922,2018-12-14T19:33:38.094Z,nlp-recognizer,d3b02996-a4b4-2b25-00f1-b9adec7bb830,movistar-home,c7f69d9f-1fb5-56b9-89c1-fb5917a59d3d,200.0,,3.0.2,16.0,1.0,LLAMA A MI MARIDO,"{""score"":1,""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""intents"":[{""intent"":""tef.int.es_ES.mh.communications.call_by_name"",""score"":1}],""entities"":[{""type"":""tef.com_name"",""entity"":""MARIDO"",""label"":"""",""canon"":""marido"",""start_index"":11,""end_index"":17,""score"":1}]}",communications.call_by_name,MARIDO,b5519558-73f2-b6cc-e955-443ea45e26bc,17
600057,1719546,2019-01-22T19:21:20.624Z,nlp-recognizer,ad813bc8-8e7b-d779-d2e7-e141f6016218,movistar-home,75812b49-7ce1-5cf9-b6ee-f715fa3d6f38,200.0,,3.0.3,15.0,1.0,QUITAR MUTE,"{""score"":1,""intent"":""tef.int.es_ES.mh.tv.unmute"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.unmute"",""score"":1}],""entities"":[]}",tv.unmute,,07b28244-6e51-94a3-3036-7dfb114e9ad2,416
779068,169434,2018-12-17T10:42:09.800Z,nlp-recognizer,5b9df953-96b1-8378-8f1a-c4f5347bf1af,movistar-home,3edf2f33-daf7-5d4d-a027-125a56363951,200.0,,3.0.2,54.0,0.8375940000000001,PONME DE LOS HOMELAND ES DE PRINCIPIO,"{""score"":0.837594,""intent"":""tef.int.es_ES.mh.tv.from_beginning"",""intents"":[{""intent"":""tef.int.es_ES.mh.tv.from_beginning"",""score"":0.837594}],""entities"":[{""type"":""tef.audiovisual_tvseries_title"",""entity"":""HOMELAND"",""label"":"""",""canon"":""homeland"",""start_index"":13,""end_index"":21,""score"":0.9999999999421733}]}",tv.from_beginning,HOMELAND,9d4295e8-8cda-ae9c-5c2e-b5e372dfe7cf,40
691969,1938233,2018-12-06T22:07:26.852Z,cognitive-multiluis-recognizer,80e75f8f-5592-b49b-9e7d-3197c92b59cf,movistar-plus,aa2f1536-25c2-55a3-a9e2-1704c6f09725,200.0,,2.5.1,42.0,0.9999707472557068,vox,"{""compositeEntities"":[],""entities"":[],""intent"":""None"",""score"":0.9999707472557069}",None,,,452
215279,1162077,2019-02-16T21:29:02.097Z,nlp-recognizer,83593349-983f-414c-649e-d09f72f77a3a,movistar-plus,7a62e0bd-fa7c-53b8-9d28-c5f98f698c4c,200.0,,3.0.3,66.0,0.8620699000000001,Quiero ver el barcelona valladolid,"{""score"":0.8620699,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.8620699}],""entities"":[{""type"":""tef.audiovisual_sports_team"",""entity"":""valladolid"",""label"":"""",""canon"":""valladolid"",""start_index"":24,""end_index"":34,""score"":0.9999999999999998},{""type"":""tef.audiovisual_sports_team"",""entity"":""barcelona"",""label"":"""",""canon"":""barcelona"",""start_index"":14,""end_index"":23,""score"":1}]}",tv.display,"valladolid,barcelona",ae4d1206-6bcb-ac4f-921e-08e7f11008d2,289
726299,1799533,2018-12-11T20:54:24.829Z,cognitive-multiluis-recognizer,27a03995-e5a5-310c-f576-4ef30f48db02,movistar-plus,61d574c4-59ca-56ee-a609-e70f5954d843,200.0,,2.5.1,62.0,0.99947226,ponme [tef.audiovisual_actor],"{""score"":0.99947226,""intent"":""tef.int.es_ES.mp.tv.display"",""intents"":[{""intent"":""tef.int.es_ES.mp.tv.display"",""score"":0.99947226},{""intent"":""tef.int.es_ES.mp.tv.from_beginning"",""score"":0.00264991284},{""intent"":""tef.int.es_ES.mp.tv.record"",""score"":0.00257017231},{""intent"":""None"",""score"":0.00232534762},{""intent"":""tef.int.es_ES.mp.tv.search"",""score"":0.0006757938},{""intent"":""tef.int.es_ES.mp.tv.launch"",""score"":0.000664313},{""intent"":""tef.int.es_ES.mp.tv.search_similar"",""score"":0.000009089256},{""intent"":""tef.int.es_ES.mp.tv.question_time_loc"",""score"":0.00000344235332},{""intent"":""tef.int.es_ES.mp.tv.content_get_info"",""score"":0.00000342841281}],""entities"":[{""type"":""tef.audiovisual_actor"",""entity"":""Brooklyn nine Nine"",""label"":"""",""canon"":""brooklyn nine nine"",""start_index"":5,""end_index"":24,""score"":9.67360163404085e-18}],""compositeEntities"":[]}",tv.display,Brooklyn nine Nine,,416
